Name,Age,Purpose,Depature,Destination,PeriodOfStay
부윤호,22,tourism,busan,fukuoka,25
부지우,10,other,incheon,osaka,80
이윤건,39,business,gimpo,fukuoka,12
안채현,37,other,gimpo,saporo,41
제유안,31,other,incheon,saporo,67
변시은,30,tourism,gimpo,osaka,29
목도현,74,other,busan,saporo,47
소재이,20,other,gimpo,fukuoka,2
석소이,14,other,gimpo,saporo,24
부지성,41,business,gimpo,saporo,67
손정민,46,other,incheon,tokyo,18
허재훈,21,tourism,incheon,osaka,80
빈아연,0,other,busan,osaka,29
배지은,78,other,incheon,tokyo,19
은지우,23,tourism,incheon,osaka,66
당규리,43,other,gimpo,tokyo,72
두예주,8,tourism,incheon,saporo,51
옥준영,52,business,busan,fukuoka,30
배서율,58,other,jeju,saporo,77
봉온유,36,other,jeju,osaka,30
위태호,66,business,gimpo,saporo,28
목주아,43,tourism,jeju,saporo,79
석서연,27,other,incheon,saporo,76
봉연아,71,tourism,jeju,tokyo,13
맹소담,72,other,busan,tokyo,82
당소율,73,other,incheon,saporo,23
표세아,44,other,gimpo,osaka,29
간가온,4,tourism,gimpo,fukuoka,40
배지연,61,tourism,gimpo,tokyo,32
빈서인,56,other,jeju,fukuoka,52
임서진,27,tourism,busan,fukuoka,76
현대현,26,other,jeju,osaka,60
공지원,4,business,busan,saporo,48
당은호,55,tourism,incheon,osaka,46
시정현,61,other,jeju,saporo,32
호준희,46,other,gimpo,saporo,34
손이서,68,business,gimpo,saporo,54
석예은,26,other,jeju,osaka,18
형가을,13,other,jeju,osaka,56
예지성,67,business,busan,fukuoka,36
육현아,29,business,incheon,osaka,38
노재하,0,other,jeju,saporo,3
하서원,42,business,gimpo,saporo,58
승효린,60,business,gimpo,saporo,18
탁지후,17,business,busan,saporo,62
경가인,29,tourism,gimpo,osaka,82
가가온,44,other,gimpo,tokyo,13
팽아인,8,other,incheon,saporo,13
추효주,22,tourism,gimpo,saporo,77
원은혁,15,other,incheon,osaka,10
천윤서,48,business,gimpo,saporo,17
현동하,17,other,incheon,saporo,3
송연준,66,tourism,gimpo,osaka,55
배도현,71,other,incheon,fukuoka,1
허한별,61,tourism,incheon,saporo,69
석혜윤,21,tourism,jeju,saporo,57
백도준,75,tourism,busan,osaka,80
조태경,79,other,jeju,tokyo,48
기은빈,16,business,incheon,saporo,68
지도아,31,business,gimpo,fukuoka,10
어서진,6,business,gimpo,osaka,74
변아인,60,business,jeju,tokyo,42
도아름,46,tourism,busan,saporo,2
전은별,65,business,gimpo,tokyo,38
목유정,66,other,gimpo,fukuoka,38
갈민서,17,tourism,incheon,saporo,54
추세훈,79,tourism,busan,fukuoka,83
길시온,19,tourism,busan,tokyo,63
명유나,25,tourism,jeju,tokyo,55
목시안,39,other,gimpo,saporo,56
한재현,65,tourism,jeju,saporo,22
승도진,55,other,gimpo,tokyo,47
채하람,63,tourism,incheon,osaka,14
조수혁,58,other,incheon,saporo,2
라수지,10,business,gimpo,osaka,59
용서정,1,tourism,incheon,saporo,25
복성현,18,tourism,jeju,tokyo,8
동지영,56,business,gimpo,osaka,14
엄준석,34,tourism,busan,tokyo,50
당규현,45,business,gimpo,saporo,28
현예담,28,business,gimpo,osaka,58
빈동하,30,business,gimpo,fukuoka,74
피유빈,48,other,gimpo,fukuoka,61
연유찬,27,business,incheon,saporo,59
노서진,64,tourism,jeju,fukuoka,47
태지훈,22,tourism,gimpo,saporo,85
갈정현,17,business,incheon,fukuoka,47
좌시준,20,tourism,jeju,fukuoka,25
현지혜,68,tourism,gimpo,saporo,34
간서진,55,tourism,gimpo,tokyo,68
하준희,68,other,busan,saporo,35
문연아,46,other,jeju,tokyo,82
노하율,34,other,jeju,osaka,4
여유하,14,other,jeju,osaka,46
위은호,62,tourism,busan,fukuoka,10
제채아,33,business,gimpo,osaka,22
손다영,9,business,busan,saporo,34
주유성,15,tourism,jeju,osaka,86
백승원,15,tourism,jeju,saporo,60
안서윤,17,business,gimpo,fukuoka,73
호현진,37,business,incheon,saporo,34
박민정,42,other,incheon,saporo,7
연시윤,53,other,gimpo,fukuoka,54
팽하민,39,other,busan,saporo,34
송단비,52,business,gimpo,saporo,78
구재희,68,business,jeju,tokyo,80
엄태린,46,other,busan,saporo,3
편주완,3,business,incheon,tokyo,15
오하준,23,business,busan,saporo,31
맹승후,15,tourism,jeju,osaka,62
공호진,25,tourism,jeju,fukuoka,36
차도연,16,business,gimpo,fukuoka,7
양시은,1,tourism,jeju,tokyo,50
노세희,52,business,busan,saporo,73
좌태양,15,business,jeju,tokyo,35
천승찬,25,other,busan,saporo,50
좌예림,72,tourism,gimpo,fukuoka,22
하수진,53,business,incheon,tokyo,33
장희원,24,business,gimpo,saporo,76
온소영,22,other,jeju,saporo,26
모상민,59,other,gimpo,fukuoka,79
윤소정,28,other,jeju,fukuoka,30
명예서,47,business,jeju,osaka,4
오유나,47,other,busan,osaka,35
어예지,47,business,incheon,tokyo,53
위혜민,24,business,jeju,saporo,19
함하랑,41,business,incheon,saporo,20
장지수,48,tourism,busan,tokyo,41
강시훈,26,tourism,busan,saporo,33
공현승,77,other,jeju,osaka,65
석태현,35,other,gimpo,saporo,3
조연호,14,tourism,jeju,osaka,24
지정은,61,other,gimpo,osaka,12
공정훈,41,business,busan,saporo,74
옥지민,54,business,jeju,saporo,37
호아현,28,business,incheon,tokyo,8
형지현,66,business,jeju,fukuoka,27
견민우,55,other,incheon,fukuoka,70
정태준,35,business,incheon,saporo,74
현성우,74,other,busan,osaka,33
제채린,43,other,busan,tokyo,7
맹하음,28,tourism,gimpo,fukuoka,66
남승후,6,tourism,jeju,fukuoka,46
위시원,8,other,jeju,osaka,18
감도희,78,other,busan,tokyo,60
이현석,24,business,incheon,saporo,61
봉서정,67,other,gimpo,tokyo,18
목윤지,22,other,gimpo,tokyo,6
승정원,2,tourism,gimpo,osaka,3
호태하,8,other,gimpo,fukuoka,72
류동현,52,other,incheon,tokyo,65
손주완,64,business,jeju,osaka,35
길현서,25,business,jeju,tokyo,15
안미소,33,other,gimpo,saporo,68
경주희,19,business,busan,tokyo,23
홍원준,32,tourism,gimpo,saporo,56
형범준,17,other,busan,saporo,4
사재혁,24,business,busan,saporo,53
우서호,62,other,busan,saporo,14
표소이,27,other,busan,osaka,21
어태환,22,tourism,incheon,fukuoka,6
육나은,1,tourism,incheon,saporo,12
변시헌,49,business,busan,tokyo,59
왕서윤,2,other,jeju,tokyo,66
경성훈,19,other,jeju,fukuoka,49
기유안,4,business,incheon,fukuoka,45
당하빈,21,other,jeju,fukuoka,24
윤채민,29,tourism,incheon,fukuoka,76
단동하,78,tourism,gimpo,fukuoka,61
두민하,18,tourism,busan,saporo,71
장태현,5,business,busan,osaka,89
진주하,77,business,jeju,osaka,19
백이현,14,other,gimpo,saporo,18
고슬아,35,business,gimpo,fukuoka,80
윤은준,33,tourism,jeju,tokyo,3
복현석,15,other,gimpo,saporo,44
원민건,61,other,jeju,fukuoka,65
은유안,73,other,busan,fukuoka,24
연윤채,39,business,jeju,fukuoka,15
염주은,23,other,incheon,saporo,54
우준우,0,other,gimpo,osaka,72
백재민,60,tourism,busan,tokyo,68
예상윤,78,tourism,incheon,saporo,27
구은빈,2,other,busan,fukuoka,5
민채현,35,business,busan,tokyo,73
봉주환,42,tourism,gimpo,osaka,61
예유은,70,business,busan,saporo,69
홍재준,30,tourism,busan,saporo,74
옥예린,24,tourism,busan,saporo,65
두민재,25,tourism,busan,saporo,1
류시은,2,other,gimpo,tokyo,62
윤유안,47,business,incheon,fukuoka,32
옥지아,18,business,incheon,tokyo,69
길예인,79,business,busan,fukuoka,12
함유안,55,tourism,gimpo,tokyo,61
심유민,34,tourism,jeju,tokyo,2
공채원,26,other,busan,saporo,45
홍시준,41,tourism,jeju,osaka,3
예희원,9,other,gimpo,saporo,83
마수민,35,business,incheon,osaka,74
예강우,1,business,busan,saporo,36
명수빈,55,business,gimpo,saporo,32
심현석,79,other,gimpo,saporo,15
안유정,30,other,busan,osaka,32
안태율,14,tourism,gimpo,saporo,2
전하윤,20,other,busan,tokyo,36
당시현,19,business,gimpo,saporo,47
표하민,65,business,gimpo,saporo,73
강형준,17,tourism,gimpo,tokyo,31
태지안,69,tourism,busan,tokyo,29
도승찬,43,tourism,jeju,saporo,47
공유민,14,tourism,jeju,saporo,11
사여준,54,tourism,incheon,tokyo,11
탁하율,57,business,gimpo,fukuoka,44
표연준,63,business,incheon,saporo,88
용유준,17,tourism,incheon,fukuoka,31
원성빈,69,other,incheon,tokyo,40
조재윤,33,tourism,busan,saporo,36
우솔,55,business,incheon,fukuoka,17
동민주,2,tourism,busan,tokyo,21
금세준,64,other,gimpo,saporo,80
태윤,60,tourism,incheon,fukuoka,33
배다은,75,business,incheon,osaka,61
가채빈,62,other,gimpo,tokyo,35
정수인,59,tourism,jeju,fukuoka,71
왕여준,67,other,gimpo,osaka,9
석효주,44,other,busan,fukuoka,35
현진서,53,business,jeju,fukuoka,4
안주원,48,business,busan,osaka,2
신정현,19,business,gimpo,saporo,79
명건호,28,tourism,gimpo,saporo,20
두정빈,58,tourism,incheon,tokyo,81
가시은,32,other,jeju,tokyo,90
하유주,23,other,gimpo,tokyo,14
두다원,14,other,busan,saporo,47
임리나,7,business,gimpo,saporo,41
원지혁,37,tourism,incheon,tokyo,19
팽보미,29,tourism,busan,saporo,9
고예지,78,other,incheon,osaka,89
조라윤,30,business,incheon,fukuoka,77
단유하,21,tourism,incheon,saporo,29
국가람,37,tourism,incheon,fukuoka,89
옥설아,8,tourism,busan,osaka,38
동새봄,79,tourism,jeju,tokyo,59
동서원,69,business,busan,osaka,78
남혜빈,6,other,jeju,tokyo,80
길희원,14,tourism,jeju,tokyo,9
표지민,1,business,jeju,osaka,31
한봄,4,tourism,gimpo,saporo,38
손주영,74,business,incheon,osaka,42
반라희,13,tourism,jeju,saporo,71
형재윤,38,tourism,gimpo,osaka,15
맹종현,50,other,gimpo,saporo,71
예정현,34,other,incheon,saporo,10
곽유주,75,tourism,jeju,fukuoka,79
채하람,61,other,incheon,osaka,44
길연우,2,tourism,gimpo,tokyo,45
심민영,12,tourism,gimpo,saporo,48
나은율,64,business,busan,saporo,28
견준수,46,business,gimpo,saporo,66
경도경,0,tourism,gimpo,osaka,11
인아현,7,business,gimpo,osaka,11
나제이,10,business,incheon,tokyo,84
구연주,13,tourism,jeju,fukuoka,70
변윤슬,46,other,jeju,osaka,28
사주연,4,business,incheon,saporo,65
위하나,62,tourism,gimpo,saporo,46
예주은,59,tourism,jeju,tokyo,40
신효준,45,business,busan,tokyo,21
인세린,25,other,gimpo,fukuoka,21
주미소,5,business,gimpo,tokyo,90
원동현,13,tourism,incheon,osaka,13
설은성,78,other,incheon,saporo,16
심소민,23,tourism,incheon,saporo,14
라우빈,42,other,busan,saporo,20
주선호,67,tourism,jeju,osaka,42
원태오,45,tourism,gimpo,fukuoka,53
민수민,62,other,busan,saporo,12
권서진,42,business,busan,tokyo,54
모예진,64,other,gimpo,osaka,41
임서준,24,other,gimpo,tokyo,54
위찬우,60,other,jeju,fukuoka,84
선우준,16,business,jeju,osaka,36
표윤지,78,tourism,gimpo,tokyo,76
성동윤,6,other,incheon,osaka,27
양아린,67,business,jeju,fukuoka,48
윤슬아,65,tourism,gimpo,fukuoka,59
류하진,46,business,gimpo,tokyo,55
설태이,7,other,jeju,fukuoka,12
경다솜,49,tourism,incheon,osaka,46
반준현,48,tourism,jeju,saporo,49
동현준,22,business,incheon,osaka,21
시민정,55,tourism,incheon,osaka,35
인은성,14,business,incheon,osaka,65
방수호,19,tourism,incheon,osaka,12
옥하온,56,tourism,jeju,saporo,7
형은성,68,other,incheon,tokyo,23
도혜성,65,tourism,busan,tokyo,23
문세준,41,business,incheon,fukuoka,59
반준형,40,tourism,jeju,tokyo,47
방유준,44,business,jeju,tokyo,44
가재하,4,business,jeju,saporo,34
피재영,39,business,gimpo,saporo,51
윤도연,62,business,gimpo,osaka,68
경연지,66,tourism,incheon,fukuoka,61
빈민재,37,business,incheon,saporo,13
용승빈,80,business,busan,tokyo,59
유하온,67,tourism,gimpo,saporo,54
위민경,3,business,gimpo,osaka,23
복연준,74,other,busan,fukuoka,73
강은서,0,other,jeju,saporo,43
고지호,26,tourism,busan,fukuoka,85
전윤지,33,business,incheon,osaka,42
온도하,2,tourism,jeju,fukuoka,23
김혜민,9,business,jeju,tokyo,26
경도윤,45,other,busan,tokyo,57
채지우,49,other,incheon,osaka,16
팽솔,65,tourism,busan,tokyo,80
방서빈,54,tourism,incheon,osaka,65
추혜빈,26,other,gimpo,osaka,85
추은지,27,other,busan,osaka,30
소예솔,2,tourism,jeju,tokyo,19
제은성,17,tourism,gimpo,fukuoka,89
감준현,80,other,incheon,saporo,70
장시환,40,business,incheon,saporo,90
간민지,78,tourism,gimpo,fukuoka,54
유하나,5,tourism,busan,saporo,43
팽우진,21,business,busan,tokyo,84
온준형,43,business,gimpo,fukuoka,40
승혜정,72,tourism,incheon,saporo,89
고채원,7,other,gimpo,fukuoka,1
석재은,24,other,busan,fukuoka,87
염다솜,31,tourism,jeju,tokyo,89
송나영,0,business,busan,osaka,59
형유빈,77,tourism,gimpo,osaka,57
부주한,65,other,jeju,osaka,1
설아영,19,business,busan,osaka,68
어혜민,14,business,jeju,saporo,61
구세영,16,tourism,jeju,osaka,45
유수연,60,other,incheon,fukuoka,68
라유나,6,tourism,busan,saporo,76
옥승후,1,business,incheon,tokyo,16
시시완,70,business,incheon,osaka,10
허이한,43,other,jeju,tokyo,14
봉채이,12,business,incheon,saporo,69
심재준,60,business,jeju,tokyo,79
엄윤슬,76,other,jeju,saporo,75
양채연,67,tourism,incheon,osaka,61
예세훈,13,tourism,busan,saporo,28
표주원,54,business,jeju,fukuoka,60
위진서,75,tourism,gimpo,saporo,50
제서영,5,tourism,gimpo,fukuoka,72
도소담,75,tourism,jeju,fukuoka,60
온하율,7,business,incheon,osaka,48
좌슬아,54,tourism,jeju,osaka,31
성재준,38,other,incheon,saporo,27
변현서,47,tourism,busan,osaka,27
이민혁,69,business,incheon,osaka,66
피하율,74,other,incheon,osaka,12
남가온,65,business,incheon,fukuoka,88
양순기,43,other,gimpo,saporo,19
백유주,25,tourism,incheon,saporo,82
예다솜,55,business,jeju,osaka,62
탁윤아,52,other,busan,osaka,62
라연아,53,business,incheon,fukuoka,15
복지호,21,other,busan,saporo,64
주이현,17,business,incheon,fukuoka,34
주요한,31,business,busan,tokyo,58
가주희,75,other,busan,osaka,28
좌서현,20,other,jeju,fukuoka,16
이혜린,65,tourism,busan,saporo,85
사설아,66,business,incheon,fukuoka,90
황호진,3,tourism,jeju,saporo,51
사은수,80,tourism,incheon,osaka,84
추하랑,74,business,busan,osaka,79
나지완,67,other,jeju,osaka,5
박승아,65,tourism,jeju,fukuoka,53
오혜성,47,business,busan,saporo,68
기윤서,28,other,jeju,fukuoka,6
임세인,1,business,gimpo,osaka,50
서하리,13,business,gimpo,tokyo,30
하승준,72,other,busan,fukuoka,57
염정원,11,tourism,gimpo,osaka,79
사정현,69,other,incheon,saporo,52
곽도영,61,tourism,busan,fukuoka,72
신설아,10,business,busan,fukuoka,52
어지후,75,tourism,gimpo,saporo,30
도순기,42,tourism,incheon,fukuoka,41
온민기,38,tourism,jeju,saporo,3
장주하,56,other,busan,fukuoka,60
여지온,65,business,busan,saporo,68
진유림,55,other,jeju,saporo,9
단이현,63,other,incheon,fukuoka,29
원세훈,20,tourism,busan,fukuoka,66
전영준,43,business,incheon,fukuoka,75
제슬아,67,business,incheon,fukuoka,80
지호진,5,tourism,gimpo,tokyo,21
편유민,2,business,incheon,saporo,57
단수민,6,other,jeju,saporo,44
금시윤,11,business,incheon,osaka,13
표하온,79,business,jeju,saporo,12
김승빈,23,tourism,incheon,tokyo,48
전정훈,38,other,busan,saporo,52
마미소,67,tourism,jeju,tokyo,60
봉소은,46,tourism,busan,saporo,53
명혜진,41,other,busan,fukuoka,23
반건호,46,tourism,busan,tokyo,3
목지오,7,business,incheon,saporo,67
국지은,6,business,jeju,tokyo,13
은서린,39,tourism,gimpo,osaka,26
김서율,80,business,gimpo,saporo,28
나아영,66,business,jeju,saporo,23
연시연,44,business,busan,tokyo,82
구동준,11,business,gimpo,osaka,16
위로운,72,tourism,gimpo,tokyo,5
변주하,70,other,incheon,tokyo,30
빈채은,54,tourism,incheon,osaka,39
동승재,56,tourism,gimpo,saporo,78
부재준,47,tourism,busan,osaka,81
함주은,72,business,gimpo,osaka,1
오원우,38,business,jeju,fukuoka,24
석건우,8,business,jeju,tokyo,23
윤도경,70,other,gimpo,fukuoka,39
고지우,50,business,gimpo,fukuoka,68
가건호,47,tourism,incheon,osaka,57
문다희,50,tourism,incheon,saporo,19
봉정훈,59,other,busan,osaka,81
고소은,12,tourism,jeju,fukuoka,84
견은재,14,other,incheon,osaka,62
반정후,17,business,gimpo,fukuoka,29
빈채민,56,business,incheon,tokyo,20
심승환,44,tourism,busan,fukuoka,44
채찬,1,tourism,incheon,saporo,61
단도영,36,other,incheon,osaka,73
조나경,40,tourism,busan,saporo,89
태준영,49,tourism,busan,tokyo,70
신하은,43,business,incheon,tokyo,45
길주환,44,tourism,busan,fukuoka,61
한서빈,57,business,jeju,saporo,63
차성훈,31,other,busan,saporo,62
지서은,61,other,busan,tokyo,45
하연재,33,other,busan,saporo,15
범하린,73,business,jeju,saporo,31
상채린,47,other,incheon,fukuoka,51
용규빈,9,business,gimpo,osaka,51
추재윤,20,other,gimpo,fukuoka,14
석세연,47,other,incheon,osaka,71
윤하람,33,business,gimpo,fukuoka,34
방민경,77,tourism,busan,tokyo,65
윤태호,40,tourism,incheon,osaka,65
탁로아,49,tourism,incheon,saporo,28
봉승환,21,business,busan,osaka,79
유서영,45,tourism,incheon,osaka,6
봉승연,6,business,gimpo,saporo,55
나한나,69,business,jeju,osaka,63
소도준,47,other,busan,fukuoka,12
어도은,50,other,incheon,fukuoka,65
범세훈,30,other,incheon,tokyo,29
양규현,71,other,gimpo,osaka,53
금도은,29,business,incheon,osaka,24
동설아,5,business,incheon,osaka,6
승민채,78,other,jeju,tokyo,8
사원우,80,other,jeju,saporo,75
주수인,69,business,incheon,tokyo,49
팽수진,17,other,busan,osaka,67
은채아,0,other,incheon,fukuoka,56
엄아영,2,other,gimpo,tokyo,38
석나경,43,business,busan,osaka,63
손예은,54,tourism,gimpo,tokyo,66
육건,19,tourism,gimpo,fukuoka,29
양서진,33,tourism,busan,osaka,47
예지후,54,tourism,incheon,saporo,62
하승우,70,tourism,jeju,saporo,4
반지용,40,tourism,incheon,fukuoka,3
단유찬,55,tourism,jeju,osaka,68
갈민서,54,tourism,jeju,saporo,76
박지호,30,tourism,incheon,tokyo,86
원채원,50,tourism,incheon,saporo,82
오은별,60,tourism,incheon,tokyo,76
시다솜,40,tourism,busan,fukuoka,44
길유안,10,tourism,jeju,tokyo,90
진지민,19,other,busan,saporo,41
모유은,56,business,jeju,fukuoka,69
문유진,76,other,busan,osaka,38
곽가현,29,tourism,gimpo,saporo,58
조다온,62,tourism,incheon,saporo,61
이정윤,79,other,jeju,osaka,42
조태민,15,tourism,jeju,saporo,62
위유주,16,tourism,incheon,fukuoka,5
나민서,31,business,gimpo,fukuoka,7
우태양,62,tourism,gimpo,saporo,10
함승유,52,other,incheon,tokyo,14
정소담,19,business,jeju,osaka,55
상동윤,9,other,jeju,osaka,66
봉동훈,11,business,busan,saporo,68
육도연,60,other,jeju,saporo,84
음민영,8,business,busan,tokyo,47
오아인,42,tourism,gimpo,osaka,40
편시연,79,business,busan,tokyo,6
예현아,68,business,jeju,tokyo,13
곽별,17,business,jeju,osaka,16
윤다솜,48,tourism,incheon,saporo,72
음주하,38,other,busan,fukuoka,83
도채민,1,tourism,jeju,saporo,80
장소이,63,business,jeju,tokyo,41
서지민,76,other,jeju,saporo,47
음현진,0,other,busan,saporo,74
육은수,16,business,incheon,osaka,63
조아름,13,business,incheon,saporo,82
어서우,11,business,busan,tokyo,43
윤동준,79,business,gimpo,saporo,16
정은솔,60,other,gimpo,tokyo,36
도재현,55,other,jeju,osaka,38
호이현,51,other,gimpo,tokyo,72
가준희,10,business,gimpo,osaka,20
소시아,53,business,incheon,osaka,54
남민경,77,other,jeju,tokyo,90
복지안,66,tourism,gimpo,fukuoka,38
박준서,75,business,incheon,tokyo,74
함로운,20,other,incheon,tokyo,39
명율,48,other,gimpo,saporo,25
주시준,9,other,incheon,saporo,23
현도진,18,business,incheon,tokyo,17
소시준,37,business,jeju,saporo,40
목지오,11,tourism,busan,tokyo,34
권나현,35,tourism,gimpo,osaka,40
김시율,15,other,busan,fukuoka,55
목건우,7,other,incheon,tokyo,20
용민채,73,other,jeju,tokyo,7
선우영,26,other,jeju,tokyo,7
승도하,79,other,busan,osaka,73
태윤지,34,business,busan,osaka,46
백이든,8,tourism,busan,saporo,37
라민수,37,business,gimpo,fukuoka,6
구별,18,tourism,incheon,tokyo,48
유서린,33,business,busan,saporo,24
도태환,73,other,busan,fukuoka,89
함건후,10,tourism,jeju,saporo,14
구여원,19,business,jeju,saporo,36
남소민,6,other,incheon,osaka,74
은승환,33,other,jeju,osaka,19
예도은,74,other,gimpo,tokyo,47
명현서,63,business,busan,saporo,77
봉현수,2,business,jeju,saporo,81
심우찬,76,tourism,jeju,osaka,42
형유리,27,business,jeju,osaka,2
감라윤,44,business,busan,osaka,66
목재현,19,business,incheon,fukuoka,52
현영민,9,tourism,gimpo,fukuoka,64
황지후,2,tourism,jeju,osaka,57
구하리,55,business,jeju,saporo,19
심서준,71,tourism,gimpo,saporo,65
김서하,45,tourism,incheon,tokyo,19
도이현,9,business,incheon,fukuoka,72
인현서,11,business,busan,fukuoka,69
은영민,13,tourism,gimpo,tokyo,71
서민규,26,business,gimpo,osaka,18
피원우,80,business,jeju,osaka,15
김상민,47,business,gimpo,saporo,48
우태희,70,business,jeju,tokyo,27
옥재이,49,business,gimpo,osaka,46
안동하,27,other,gimpo,tokyo,82
남소이,12,other,jeju,fukuoka,42
옥수민,7,business,incheon,saporo,71
오유진,28,business,busan,osaka,65
윤다빈,57,tourism,gimpo,tokyo,24
전리안,8,business,incheon,saporo,14
반준영,65,other,incheon,saporo,3
우민호,50,business,incheon,tokyo,23
라정후,21,other,jeju,tokyo,51
조효은,48,business,incheon,saporo,90
원지후,64,tourism,incheon,saporo,7
호가은,18,tourism,gimpo,tokyo,34
인정훈,68,business,gimpo,saporo,88
진승아,41,other,incheon,fukuoka,47
사지환,64,other,incheon,osaka,19
간주환,17,other,busan,fukuoka,16
피승훈,61,tourism,gimpo,fukuoka,7
김사랑,52,other,busan,tokyo,31
여호준,63,other,gimpo,saporo,11
국재이,48,other,gimpo,osaka,83
온다희,36,other,gimpo,saporo,32
최도율,0,other,incheon,saporo,83
채지영,46,other,busan,tokyo,37
팽태환,76,other,gimpo,tokyo,19
감인우,72,tourism,busan,fukuoka,68
반건,52,other,incheon,saporo,66
윤규리,64,other,gimpo,saporo,64
나태린,5,tourism,busan,fukuoka,90
태주희,73,other,incheon,tokyo,32
승시아,30,business,gimpo,fukuoka,20
송상현,34,tourism,jeju,tokyo,79
민아인,46,tourism,jeju,tokyo,3
석리안,18,business,busan,fukuoka,15
한범준,42,business,busan,saporo,58
은혜원,65,tourism,jeju,saporo,33
윤윤,50,other,busan,osaka,77
지다온,57,other,incheon,fukuoka,16
반루아,13,other,jeju,osaka,85
구재희,64,business,incheon,fukuoka,85
제하영,28,business,gimpo,tokyo,73
문동훈,58,tourism,busan,fukuoka,32
간유하,16,tourism,busan,tokyo,52
안세인,47,business,jeju,tokyo,36
길수현,50,tourism,gimpo,osaka,72
홍강민,57,tourism,busan,saporo,87
임연지,69,other,busan,fukuoka,35
빈태하,65,tourism,jeju,tokyo,25
황재희,51,tourism,incheon,saporo,9
사지원,10,other,jeju,saporo,32
우수민,0,other,busan,tokyo,56
탁태준,75,tourism,jeju,saporo,25
어세인,13,business,jeju,osaka,7
박하리,19,tourism,jeju,fukuoka,20
류준형,73,tourism,incheon,tokyo,54
예주은,13,business,incheon,tokyo,36
제서인,31,other,busan,tokyo,15
김세준,29,other,busan,tokyo,59
승다솜,11,business,jeju,tokyo,3
기세은,45,other,busan,fukuoka,48
사경민,32,other,busan,saporo,10
윤채희,48,business,jeju,osaka,22
송유건,34,other,jeju,saporo,15
부민결,55,tourism,jeju,fukuoka,78
최가인,21,tourism,jeju,fukuoka,28
어지율,66,other,incheon,osaka,57
변시현,22,business,jeju,saporo,45
상찬,70,other,incheon,saporo,6
고지오,23,business,jeju,osaka,77
유승찬,70,tourism,incheon,saporo,7
두민기,29,business,gimpo,osaka,51
이정은,21,other,gimpo,osaka,2
양선호,25,business,jeju,osaka,66
명소정,29,tourism,jeju,fukuoka,72
남시온,33,business,jeju,osaka,19
왕혜민,77,other,busan,fukuoka,81
태은서,14,other,busan,osaka,61
류예나,22,tourism,gimpo,osaka,5
단채윤,13,other,gimpo,saporo,58
가진우,10,business,incheon,tokyo,40
금하성,47,other,gimpo,tokyo,30
범지용,36,other,gimpo,osaka,41
표수인,9,business,gimpo,tokyo,85
예하온,10,business,jeju,fukuoka,35
연하율,36,business,busan,osaka,6
남소정,6,tourism,jeju,tokyo,37
민채현,24,tourism,jeju,tokyo,64
복유이,33,tourism,jeju,saporo,31
은정은,11,tourism,jeju,saporo,11
신현민,46,tourism,busan,fukuoka,31
손민아,70,other,gimpo,tokyo,33
팽준후,14,other,busan,osaka,17
추태연,39,tourism,incheon,osaka,34
엄하람,6,other,jeju,fukuoka,61
마성우,45,other,jeju,tokyo,79
오수지,12,tourism,busan,saporo,58
설수지,41,tourism,incheon,saporo,38
경태린,14,business,jeju,fukuoka,1
국동윤,41,other,jeju,osaka,2
왕태이,49,other,incheon,saporo,1
부솔,66,other,incheon,tokyo,60
마서아,26,tourism,incheon,tokyo,70
제하준,56,business,jeju,tokyo,18
엄아현,62,business,incheon,saporo,29
류승환,39,other,jeju,osaka,59
류강우,49,other,busan,fukuoka,60
지세린,5,tourism,jeju,tokyo,53
사현준,26,business,incheon,saporo,71
형유은,38,business,incheon,saporo,44
기주호,62,business,gimpo,fukuoka,74
염정윤,53,tourism,jeju,fukuoka,87
허대현,62,other,incheon,fukuoka,30
연은재,55,business,incheon,tokyo,3
김세준,51,business,jeju,fukuoka,4
봉도진,1,other,jeju,osaka,61
빈다솜,47,other,gimpo,osaka,82
가규빈,3,other,busan,osaka,43
방재희,67,business,jeju,saporo,43
명연재,32,tourism,busan,saporo,9
지원준,54,tourism,incheon,saporo,50
서아연,13,business,jeju,fukuoka,52
윤승원,30,tourism,jeju,tokyo,34
류은혜,77,business,incheon,saporo,84
제재호,29,other,incheon,osaka,17
권찬영,74,other,busan,osaka,70
인정원,0,tourism,busan,fukuoka,61
금여준,18,business,jeju,fukuoka,11
심민기,73,other,gimpo,saporo,5
형리아,20,other,busan,saporo,83
당시헌,36,business,incheon,tokyo,21
견지완,48,other,jeju,fukuoka,29
원세희,80,other,busan,tokyo,5
방지우,43,other,gimpo,fukuoka,13
탁나윤,35,other,busan,tokyo,21
채가인,32,other,busan,osaka,12
라지율,38,business,incheon,saporo,72
임이나,20,other,gimpo,saporo,26
송가람,10,other,jeju,saporo,25
기혜인,3,other,busan,saporo,11
예승아,30,business,jeju,fukuoka,12
진다온,8,tourism,jeju,tokyo,41
연재현,23,tourism,incheon,tokyo,58
왕승빈,36,tourism,incheon,fukuoka,32
국하민,31,tourism,busan,fukuoka,9
당우영,35,other,gimpo,fukuoka,87
설준서,76,tourism,jeju,fukuoka,52
음은별,12,tourism,busan,osaka,75
팽태율,44,business,jeju,saporo,81
조우진,25,other,incheon,tokyo,65
강규빈,3,other,incheon,tokyo,17
손하빈,49,tourism,gimpo,osaka,85
