name,gender,salary,departments,position
갈은우,male,28118,marketing,assistant
상재희,male,29373,IT,header
나서원,female,27996,design,manager
황예담,male,27597,marketing,intern
류리안,male,12750,marketing,manager
박지운,female,5561,marketing,intern
오태연,female,11638,marketing,assistant
손연우,male,13470,marketing,manager
손민기,female,13778,advertising,assistant
당진혁,female,21188,marketing,assistant
원연재,male,9899,advertising,header
곽현승,male,21379,marketing,manager
지정원,female,6047,finance,assistant
최승후,male,25010,marketing,assistant
예윤하,female,20611,advertising,manager
맹현성,female,5078,marketing,assistant
범정은,female,7808,marketing,intern
천별,male,7832,advertising,assistant
제이현,female,17567,marketing,manager
위희찬,male,14565,design,manager
소지안,female,8711,finance,manager
주다원,male,5929,advertising,manager
옥서원,female,23411,marketing,assistant
동시원,female,4044,IT,intern
우보경,male,16480,marketing,assistant
변승원,female,5869,marketing,intern
목수혁,female,12014,IT,manager
제지안,male,16996,marketing,manager
우도준,female,24781,IT,manager
반채영,female,9256,design,assistant
사건우,female,7288,advertising,assistant
복진호,male,29995,design,assistant
서서율,male,22862,marketing,intern
온지완,male,8318,advertising,intern
정유리,female,29347,marketing,assistant
옥율,male,10973,marketing,assistant
소태경,male,8909,marketing,manager
한동우,female,19119,marketing,assistant
양태리,female,9865,advertising,assistant
조나린,female,15455,marketing,manager
연한별,male,9123,marketing,assistant
금유안,male,7939,marketing,assistant
유다은,male,26520,marketing,intern
육시온,male,18262,IT,manager
허현준,male,8654,finance,assistant
백시율,male,27178,marketing,assistant
우소담,male,4150,marketing,assistant
라주혁,female,22325,marketing,manager
범은혁,female,18646,finance,manager
예나윤,male,11944,IT,assistant
권유안,female,29700,finance,manager
곽희찬,female,24875,marketing,assistant
허성우,female,13228,marketing,intern
현태양,female,23754,advertising,assistant
구지성,male,19559,marketing,assistant
형수정,male,23370,marketing,assistant
팽형준,male,25144,advertising,assistant
서도윤,female,26014,marketing,manager
채도진,female,29920,design,assistant
왕아인,female,11425,finance,header
제윤재,male,15765,IT,assistant
설준혁,male,23563,advertising,assistant
염수인,female,29235,advertising,assistant
고혜윤,male,4669,marketing,assistant
설연서,female,25402,finance,assistant
차경민,female,12740,advertising,manager
승하엘,male,23487,marketing,assistant
모재희,male,20272,advertising,header
복은재,female,19495,IT,intern
나태리,male,7985,advertising,manager
김동규,male,17677,design,assistant
승준원,female,25957,finance,assistant
나나경,male,23767,marketing,assistant
명은성,male,26377,marketing,header
도진호,male,28758,advertising,header
염승재,female,8325,design,assistant
문재희,female,11640,marketing,assistant
온다윤,female,8349,marketing,assistant
명찬,female,24665,marketing,manager
백현호,female,8136,IT,manager
지준현,female,7774,advertising,assistant
박서희,male,9031,marketing,manager
원이서,male,18655,design,manager
형서연,male,15218,marketing,assistant
민유진,male,5103,design,assistant
유태린,female,6610,advertising,assistant
고동우,male,10440,marketing,header
명윤호,female,15838,IT,assistant
용수민,male,17684,marketing,manager
임윤재,female,13342,marketing,manager
형준형,female,10929,marketing,assistant
윤민재,male,4742,marketing,assistant
홍율,male,27469,advertising,assistant
반도아,male,8493,advertising,manager
부규현,male,3901,marketing,assistant
하세연,male,5189,marketing,intern
갈수현,male,15439,advertising,assistant
형도현,female,20247,marketing,manager
민소미,female,7087,advertising,manager
이승주,male,26838,finance,assistant
하은수,male,20428,advertising,manager
맹유진,male,19848,marketing,assistant
형예서,female,17834,marketing,manager
유재하,male,15373,marketing,manager
구서은,female,14908,advertising,assistant
피세준,male,15188,finance,assistant
허은지,male,20772,advertising,intern
봉지웅,male,15715,marketing,manager
문미소,male,11559,marketing,assistant
전도윤,male,26212,marketing,header
용선우,female,5786,advertising,manager
왕다윤,male,13234,advertising,assistant
류세린,male,5117,marketing,manager
구준서,male,24794,advertising,assistant
두정민,female,13984,advertising,assistant
소지원,male,4439,marketing,intern
황예인,male,10026,IT,manager
안수진,male,14276,advertising,header
명민수,male,25267,advertising,intern
승윤아,male,20362,advertising,assistant
연민결,female,9845,advertising,assistant
천준석,female,11724,advertising,assistant
차현성,male,17535,IT,assistant
이인우,male,18406,marketing,assistant
차승재,female,21844,marketing,manager
명아현,female,4404,marketing,assistant
나석현,female,11765,advertising,manager
맹재율,female,14479,design,manager
형혜인,male,29247,IT,intern
고지민,male,26836,design,manager
시서아,male,23797,finance,assistant
연설아,male,25043,finance,assistant
당재윤,male,8587,advertising,assistant
소승호,female,12360,marketing,manager
편예준,male,28750,marketing,assistant
갈재은,male,14037,finance,manager
유도희,female,10662,advertising,assistant
옥형준,female,24818,marketing,assistant
상준서,female,9420,marketing,manager
원지우,female,3392,marketing,header
선지혁,male,21118,IT,manager
감소윤,female,9064,marketing,manager
방민채,female,26124,marketing,assistant
온은혜,female,28516,marketing,assistant
반채연,female,11443,marketing,intern
석서빈,male,28705,design,assistant
범정민,female,19270,design,intern
마나영,female,3964,marketing,intern
호순기,male,6741,IT,intern
고정빈,male,16315,marketing,intern
인예담,female,6813,marketing,header
류지호,female,10803,design,manager
마하나,female,4876,marketing,assistant
천유정,female,20889,marketing,intern
반서아,female,8135,advertising,manager
용정현,male,16643,marketing,assistant
사유이,female,6556,marketing,intern
권유성,female,29355,marketing,manager
감리나,male,21732,marketing,assistant
기아영,male,12528,marketing,assistant
좌서우,male,6104,finance,assistant
염가연,female,25133,marketing,header
신주영,male,16718,design,assistant
팽현빈,male,22899,finance,assistant
선유진,female,10405,marketing,intern
왕주혁,male,16411,marketing,manager
채현아,female,13812,finance,manager
남지은,female,10756,marketing,manager
장민재,male,20965,marketing,manager
변세희,male,12999,marketing,intern
사한나,female,10618,design,assistant
경소연,female,17770,advertising,header
김예나,female,28561,marketing,manager
당연재,female,13024,marketing,assistant
연서진,female,19702,marketing,assistant
경유나,female,15543,marketing,assistant
음지혜,male,4374,advertising,manager
현건우,male,10551,marketing,assistant
명은수,female,11121,finance,assistant
반율,male,5225,finance,assistant
이서원,male,28724,advertising,assistant
진찬,male,23513,marketing,manager
나미소,male,12668,marketing,assistant
곽가현,female,19608,design,assistant
간유경,male,5350,marketing,manager
차아진,female,6513,advertising,assistant
류수현,male,12779,marketing,manager
백유건,female,7151,finance,intern
서정원,female,4194,marketing,manager
나예빈,male,26251,marketing,manager
노서우,male,23143,IT,assistant
신하윤,female,3687,marketing,assistant
라지용,male,17199,marketing,assistant
감다솜,male,23273,design,assistant
추은준,male,26146,marketing,intern
홍소율,female,20591,IT,manager
방율,male,28363,advertising,intern
임연서,female,8197,advertising,assistant
간유하,female,27767,advertising,header
형로아,female,14235,design,assistant
함윤후,male,22131,advertising,assistant
태하나,male,17995,marketing,manager
염리원,female,16477,marketing,assistant
옥승환,male,29008,marketing,manager
오승원,female,29795,finance,header
반도하,male,26492,advertising,assistant
갈태은,female,24045,marketing,intern
윤태이,male,8299,design,manager
강유민,male,3608,finance,manager
간시원,male,28846,advertising,assistant
모규빈,female,22274,marketing,intern
염민혁,male,7698,advertising,assistant
명윤우,male,21617,advertising,manager
진은유,male,14133,advertising,assistant
가단비,male,5123,marketing,assistant
장온유,female,6505,marketing,assistant
민진호,female,9173,advertising,manager
홍은우,female,25732,design,manager
간민재,male,3967,marketing,assistant
길예나,male,25713,advertising,header
이도아,male,8601,finance,manager
송제인,male,14967,advertising,assistant
도수혁,male,24065,IT,manager
허채현,female,25537,marketing,manager
문태민,male,19121,IT,assistant
원민석,male,25684,IT,intern
송한결,male,22962,IT,header
장정현,male,19200,IT,header
차현성,male,12206,design,assistant
범재준,male,15465,marketing,intern
배예주,female,4388,marketing,assistant
마나영,female,16988,marketing,manager
한미소,male,10260,advertising,assistant
윤다현,female,6058,marketing,assistant
우수연,female,14973,advertising,assistant
공시훈,female,21145,finance,manager
조하성,female,21557,marketing,manager
부선호,male,8511,IT,header
복성준,female,17456,marketing,manager
신아연,female,22384,finance,assistant
좌주은,female,7974,marketing,assistant
곽은준,female,17909,marketing,manager
탁윤,female,8522,advertising,assistant
고보민,female,6239,marketing,intern
제유건,male,3152,marketing,intern
강영민,male,4480,marketing,assistant
상나영,female,27368,design,manager
왕이현,female,23901,advertising,manager
금소민,male,26252,advertising,assistant
반연재,male,20118,marketing,assistant
팽세연,male,16755,marketing,intern
방동현,male,9229,advertising,intern
육민하,male,29502,marketing,assistant
목연서,male,4493,design,manager
박주안,male,10403,advertising,manager
염민찬,male,14238,IT,assistant
태건희,male,11217,marketing,manager
권봄,female,15826,marketing,assistant
석도하,male,14692,marketing,manager
표리아,male,26995,advertising,manager
안이현,male,25820,advertising,manager
표현성,female,7556,marketing,manager
부승윤,female,6204,marketing,manager
우슬아,male,28823,finance,assistant
구재원,male,4726,marketing,manager
석태하,male,11884,finance,assistant
옥준,male,9272,finance,intern
석민수,male,8309,advertising,assistant
목혜민,female,14796,finance,manager
공요한,male,12911,marketing,assistant
문하린,female,8836,marketing,assistant
가세인,female,23173,advertising,assistant
노준현,female,12848,finance,manager
어하온,male,5379,marketing,assistant
함재윤,female,18281,marketing,assistant
추소정,female,28306,advertising,assistant
가아라,male,17970,IT,manager
변혜진,male,18065,marketing,assistant
추건호,male,20381,design,assistant
공정연,female,28368,marketing,assistant
백동우,female,5360,design,assistant
배유안,male,22998,IT,manager
은현진,female,10020,marketing,assistant
국대현,male,6649,advertising,assistant
남세훈,male,14273,marketing,assistant
양준수,male,21523,advertising,assistant
은지환,male,28311,marketing,manager
윤예솔,female,15596,marketing,assistant
국태환,female,27771,IT,assistant
유정빈,male,26253,finance,manager
가하빈,male,19883,advertising,assistant
빈지한,female,12355,IT,manager
동혜민,female,19542,finance,manager
하지은,female,10527,marketing,assistant
우산,male,15120,marketing,header
부하리,female,29503,marketing,assistant
오석현,male,6765,advertising,assistant
가승현,female,26026,marketing,manager
나지유,male,14994,marketing,header
마연주,male,8256,advertising,assistant
육태성,male,8899,marketing,manager
양가현,male,23187,advertising,manager
임석현,male,6593,marketing,assistant
목승유,female,24321,marketing,assistant
예정현,male,23714,marketing,assistant
강채영,female,15779,design,assistant
목하준,female,13336,design,assistant
유태이,female,17338,marketing,intern
기예은,female,17906,design,assistant
국성윤,male,4146,marketing,manager
홍동욱,male,23338,finance,manager
임서준,male,28297,marketing,assistant
승윤,male,19642,marketing,manager
승수혁,female,24676,marketing,header
홍신우,male,29842,marketing,assistant
오준수,female,5346,marketing,manager
명우진,female,11018,marketing,header
탁주원,male,24029,marketing,manager
허민서,male,23673,marketing,manager
피민우,female,5083,marketing,assistant
권리아,male,16498,marketing,intern
채하준,female,28106,marketing,assistant
문보민,male,29733,advertising,assistant
현준영,male,26404,finance,manager
곽시온,male,16234,marketing,manager
구유빈,female,20797,marketing,header
기희원,female,13662,design,manager
금시윤,female,4924,marketing,intern
채다혜,female,28353,marketing,intern
장세아,male,10188,IT,intern
당태린,female,27846,marketing,intern
양다원,male,18945,IT,manager
연준수,male,22683,marketing,assistant
심서인,male,29198,advertising,header
진혜린,male,15196,advertising,assistant
엄서진,male,19904,marketing,header
제우준,female,19198,advertising,assistant
은하람,male,19976,finance,manager
석유안,male,22301,marketing,assistant
모현빈,male,18889,marketing,assistant
곽종현,male,22699,advertising,manager
민성우,male,14049,marketing,assistant
시서호,male,8667,marketing,assistant
손가을,male,29469,advertising,intern
맹승현,female,9076,finance,header
김도연,male,19411,IT,intern
견나율,female,19362,finance,assistant
제하랑,female,28697,marketing,manager
국주아,male,6252,marketing,assistant
전민하,male,7150,finance,assistant
봉윤지,male,24913,finance,assistant
상가연,female,28803,advertising,manager
이다인,female,16331,IT,manager
당도연,male,16155,advertising,assistant
용예성,male,20838,marketing,assistant
허유현,male,16345,marketing,assistant
연현서,male,9834,marketing,assistant
가하준,female,10294,IT,intern
빈하나,female,22591,advertising,assistant
류채빈,female,18475,marketing,manager
안재현,male,19511,IT,assistant
민윤지,male,4734,marketing,assistant
정세인,male,13906,finance,assistant
국재인,female,19951,marketing,manager
홍루아,female,12332,finance,assistant
추지영,female,13907,advertising,assistant
전하온,male,22730,design,manager
인시율,male,16987,marketing,manager
견소미,male,24703,design,intern
음혜빈,male,28225,marketing,assistant
태소담,male,7808,finance,header
석윤우,male,24269,finance,manager
상건,male,14961,marketing,manager
국민경,male,26715,advertising,assistant
마소희,male,6675,design,assistant
천승현,male,28977,marketing,assistant
봉단아,male,26470,marketing,header
시소윤,female,11465,marketing,header
양정훈,male,27210,design,assistant
신한울,female,9103,marketing,assistant
음강민,female,22401,advertising,manager
도시현,male,4099,marketing,assistant
염윤우,male,9589,design,manager
염순기,female,12336,IT,assistant
노승빈,male,22161,marketing,manager
당동혁,male,4488,marketing,header
한민규,female,18337,advertising,assistant
주정후,male,5613,finance,assistant
조이현,male,20037,design,intern
경효주,female,9282,marketing,header
변준석,male,11317,marketing,header
송서빈,female,11341,marketing,assistant
반다원,male,21756,marketing,header
구유안,female,13429,design,assistant
강성진,female,7727,finance,assistant
기준현,female,22352,advertising,header
곽세아,male,3509,IT,manager
반서윤,male,3799,marketing,header
호건후,female,23178,finance,assistant
홍지훈,male,8218,advertising,manager
지윤,male,15088,design,assistant
서새봄,female,15600,design,assistant
함서후,female,28155,finance,assistant
서재영,male,6788,marketing,intern
예동훈,female,3729,finance,header
배지훈,female,12599,marketing,assistant
마혜진,female,25650,finance,header
권성민,female,15220,advertising,manager
봉태훈,male,17673,marketing,manager
시채현,male,27202,design,manager
명예담,male,24924,design,assistant
갈인우,male,7321,marketing,manager
유규현,female,17670,marketing,assistant
제준영,female,21290,marketing,manager
당지율,female,16887,marketing,assistant
홍윤우,male,22127,advertising,intern
편원준,male,10271,IT,header
단민채,female,11512,marketing,manager
육해준,male,4750,marketing,assistant
홍찬우,male,29043,marketing,manager
노지유,male,12442,marketing,assistant
엄윤아,male,14309,marketing,manager
소태성,female,10028,marketing,manager
나태린,male,21198,marketing,header
사하율,male,16132,marketing,assistant
봉여준,female,10722,marketing,assistant
안하늘,male,8494,marketing,assistant
황사랑,male,27514,marketing,intern
모시호,female,16816,marketing,header
홍은서,female,13032,advertising,manager
좌정원,female,9343,IT,assistant
